count,label,wrist_x,wrist_y,thumb_cmc_x,thumb_cmc_y,thumb_mcp_x,thumb_mcp_y,thumb_ip_x,thumb_ip_y,thumb_tip_x,thumb_tip_y,index_finger_mcp_x,index_finger_mcp_y,index_finger_pip_x,index_finger_pip_y,index_finger_dip_x,index_finger_dip_y,index_finger_tip_x,index_finger_tip_y,middle_finger_mcp_x,middle_finger_mcp_y,middle_finger_pip_x,middle_finger_pip_y,middle_finger_dip_x,middle_finger_dip_y,middle_finger_tip_x,middle_finger_tip_y,ring_finger_mcp_x,ring_finger_mcp_y,ring_finger_pip_x,ring_finger_pip_y,ring_finger_dip_x,ring_finger_dip_y,ring_finger_tip_x,ring_finger_tip_y,pinky_mcp_x,pinky_mcp_y,pinky_pip_x,pinky_pip_y,pinky_dip_x,pinky_dip_y,pinky_tip_x,pinky_tip_y
1,4,0.0,0.0,-0.18705035971223022,-0.03237410071942446,-0.3489208633093525,-0.1223021582733813,-0.49280575539568344,-0.1906474820143885,-0.6258992805755396,-0.21223021582733814,-0.23741007194244604,-0.4568345323741007,-0.29856115107913667,-0.6366906474820144,-0.3381294964028777,-0.7517985611510791,-0.3669064748201439,-0.8561151079136691,-0.1366906474820144,-0.49640287769784175,-0.18345323741007194,-0.7266187050359713,-0.2158273381294964,-0.8741007194244604,-0.23741007194244604,-1.0,-0.02877697841726619,-0.4892086330935252,-0.039568345323741004,-0.7122302158273381,-0.046762589928057555,-0.8525179856115108,-0.0539568345323741,-0.9784172661870504,0.08273381294964029,-0.44244604316546765,0.1366906474820144,-0.5971223021582733,0.17625899280575538,-0.7050359712230215,0.2014388489208633,-0.8057553956834532
1,4,0.0,0.0,-0.18705035971223022,-0.03237410071942446,-0.35251798561151076,-0.1223021582733813,-0.49640287769784175,-0.18705035971223022,-0.6294964028776978,-0.20503597122302158,-0.23741007194244604,-0.4568345323741007,-0.29856115107913667,-0.6330935251798561,-0.3381294964028777,-0.7517985611510791,-0.36330935251798563,-0.8561151079136691,-0.13309352517985612,-0.49640287769784175,-0.17625899280575538,-0.7266187050359713,-0.20503597122302158,-0.8776978417266187,-0.22302158273381295,-1.0,-0.025179856115107913,-0.4892086330935252,-0.03237410071942446,-0.7086330935251799,-0.039568345323741004,-0.8525179856115108,-0.050359712230215826,-0.9748201438848921,0.08273381294964029,-0.44244604316546765,0.14028776978417265,-0.5935251798561151,0.17985611510791366,-0.7014388489208633,0.20503597122302158,-0.802158273381295
1,4,0.0,0.0,-0.18571428571428572,-0.03214285714285714,-0.35,-0.12142857142857143,-0.4928571428571429,-0.18571428571428572,-0.625,-0.2,-0.2357142857142857,-0.45714285714285713,-0.29642857142857143,-0.6357142857142857,-0.3357142857142857,-0.75,-0.3607142857142857,-0.85,-0.1357142857142857,-0.49642857142857144,-0.17142857142857143,-0.7285714285714285,-0.19285714285714287,-0.8785714285714286,-0.20714285714285716,-1.0,-0.02857142857142857,-0.48928571428571427,-0.03214285714285714,-0.7071428571428572,-0.03214285714285714,-0.85,-0.039285714285714285,-0.9714285714285714,0.08214285714285714,-0.4392857142857143,0.14285714285714285,-0.5928571428571429,0.18214285714285713,-0.7,0.21071428571428572,-0.8
1,4,0.0,0.0,-0.18928571428571428,-0.03214285714285714,-0.35,-0.11785714285714285,-0.49642857142857144,-0.18571428571428572,-0.6285714285714286,-0.20357142857142857,-0.2357142857142857,-0.45714285714285713,-0.29642857142857143,-0.6321428571428571,-0.3357142857142857,-0.75,-0.3607142857142857,-0.85,-0.1357142857142857,-0.49642857142857144,-0.17142857142857143,-0.725,-0.19642857142857142,-0.875,-0.20714285714285716,-1.0,-0.02857142857142857,-0.48928571428571427,-0.02857142857142857,-0.7071428571428572,-0.03214285714285714,-0.85,-0.03571428571428571,-0.975,0.08214285714285714,-0.4392857142857143,0.14285714285714285,-0.5928571428571429,0.18214285714285713,-0.7,0.20714285714285716,-0.8
1,4,0.0,0.0,-0.1863799283154122,-0.03225806451612903,-0.34767025089605735,-0.11827956989247312,-0.4910394265232975,-0.1863799283154122,-0.6272401433691757,-0.20430107526881722,-0.23655913978494625,-0.4551971326164875,-0.2974910394265233,-0.6379928315412187,-0.33691756272401435,-0.7562724014336918,-0.36200716845878134,-0.8602150537634409,-0.13620071684587814,-0.4946236559139785,-0.1935483870967742,-0.7240143369175627,-0.22939068100358423,-0.8745519713261649,-0.25448028673835127,-1.0,-0.02867383512544803,-0.4910394265232975,-0.043010752688172046,-0.7060931899641577,-0.05017921146953405,-0.8494623655913979,-0.05734767025089606,-0.974910394265233,0.07885304659498207,-0.4444444444444444,0.13978494623655913,-0.5949820788530465,0.17921146953405018,-0.7025089605734767,0.2078853046594982,-0.8028673835125448
1,4,0.0,0.0,-0.18411552346570398,-0.032490974729241874,-0.34296028880866425,-0.12274368231046931,-0.48736462093862815,-0.18772563176895307,-0.6245487364620939,-0.20577617328519857,-0.23465703971119134,-0.4548736462093863,-0.296028880866426,-0.6389891696750902,-0.33935018050541516,-0.7581227436823105,-0.36823104693140796,-0.8628158844765343,-0.1371841155234657,-0.4981949458483754,-0.19855595667870035,-0.7256317689530686,-0.24187725631768953,-0.8736462093862816,-0.2743682310469314,-1.0,-0.02888086642599278,-0.49097472924187724,-0.04693140794223827,-0.7111913357400722,-0.05415162454873646,-0.855595667870036,-0.06859205776173286,-0.9819494584837545,0.08303249097472924,-0.44765342960288806,0.1407942238267148,-0.5992779783393501,0.18050541516245489,-0.7075812274368231,0.20938628158844766,-0.8086642599277978
1,4,0.0,0.0,-0.18382352941176472,-0.03676470588235294,-0.34558823529411764,-0.1323529411764706,-0.49264705882352944,-0.19852941176470587,-0.6286764705882353,-0.22426470588235295,-0.23161764705882354,-0.4632352941176471,-0.2977941176470588,-0.6507352941176471,-0.3382352941176471,-0.7720588235294118,-0.3713235294117647,-0.8823529411764706,-0.13602941176470587,-0.5036764705882353,-0.20588235294117646,-0.7279411764705882,-0.2536764705882353,-0.875,-0.29411764705882354,-1.0,-0.029411764705882353,-0.4963235294117647,-0.051470588235294115,-0.7205882352941176,-0.0625,-0.8639705882352942,-0.08088235294117647,-0.9963235294117647,0.08088235294117647,-0.4522058823529412,0.13970588235294118,-0.6066176470588235,0.18382352941176472,-0.7205882352941176,0.21323529411764705,-0.8272058823529411
1,4,0.0,0.0,-0.18518518518518517,-0.037037037037037035,-0.34074074074074073,-0.13333333333333333,-0.4888888888888889,-0.2074074074074074,-0.6222222222222222,-0.23703703703703705,-0.23333333333333334,-0.4666666666666667,-0.2962962962962963,-0.6555555555555556,-0.337037037037037,-0.7777777777777778,-0.36666666666666664,-0.8888888888888888,-0.13703703703703704,-0.5037037037037037,-0.2111111111111111,-0.7296296296296296,-0.25925925925925924,-0.8777777777777778,-0.3037037037037037,-1.0,-0.02962962962962963,-0.5,-0.05555555555555555,-0.725925925925926,-0.06666666666666667,-0.8703703703703703,-0.08518518518518518,-1.0,0.08518518518518518,-0.45185185185185184,0.14444444444444443,-0.6148148148148148,0.18888888888888888,-0.7296296296296296,0.21481481481481482,-0.837037037037037
1,4,0.0,0.0,-0.1828358208955224,-0.03731343283582089,-0.33955223880597013,-0.13432835820895522,-0.48507462686567165,-0.208955223880597,-0.6194029850746269,-0.2462686567164179,-0.23134328358208955,-0.4664179104477612,-0.291044776119403,-0.6604477611940298,-0.332089552238806,-0.7873134328358209,-0.3582089552238806,-0.8992537313432836,-0.13432835820895522,-0.5074626865671642,-0.2126865671641791,-0.7276119402985075,-0.26119402985074625,-0.8731343283582089,-0.30223880597014924,-1.0,-0.029850746268656716,-0.5,-0.05223880597014925,-0.7238805970149254,-0.06716417910447761,-0.8694029850746269,-0.08582089552238806,-1.0,0.08582089552238806,-0.4552238805970149,0.1455223880597015,-0.6156716417910447,0.1865671641791045,-0.7313432835820896,0.21641791044776118,-0.8395522388059702
1,4,0.0,0.0,-0.18421052631578946,-0.041353383458646614,-0.33458646616541354,-0.14661654135338345,-0.4774436090225564,-0.22180451127819548,-0.6127819548872181,-0.2669172932330827,-0.22180451127819548,-0.47368421052631576,-0.2744360902255639,-0.6766917293233082,-0.3082706766917293,-0.8120300751879699,-0.3308270676691729,-0.9360902255639098,-0.13157894736842105,-0.5075187969924813,-0.22556390977443608,-0.7218045112781954,-0.2857142857142857,-0.849624060150376,-0.33458646616541354,-0.9699248120300752,-0.02631578947368421,-0.5037593984962406,-0.045112781954887216,-0.7255639097744361,-0.06015037593984962,-0.8721804511278195,-0.08270676691729323,-1.0,0.08646616541353383,-0.45864661654135336,0.15037593984962405,-0.6203007518796992,0.19548872180451127,-0.7368421052631579,0.22932330827067668,-0.8458646616541353
